date,flight,route,status,verdict,category,csv_airline,csv_class,gmail_status,gmail_cabin,gmail_cost,booking_pnr,email_subject,email_from,email_sent,notes
2018-01-07,UA1865,SFO-BOS,MATCHED,KEEP,,United,Lie-flat Business,scheduled,lie_flat_business,,JZRTDW,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/160c9ff5b3f3d04f"",""Check in now for your flight to Boston, MA, US (BOS).  Confirmation JZRTDW"")",unitedairlines@united.com,2018-01-05,
2018-03-22,HU7962,BOS-PVG,CSV_ONLY,KEEP,NO_EMAIL_FOUND,Hainan,Economy,,,,,,,,HAS EMAIL (recoverable): Expedia travel confirmation Mar 28 2018 (BOS-PVG). Missed: Expedia subject not in clauses. | Thorough sender+date search found no booking email containing this flight (original 'recoverable' tag was a false match).
2018-03-29,HU7961,PVG-BOS,CSV_ONLY,KEEP,NO_EMAIL_FOUND,Hainan,Economy,,,,,,,,HAS EMAIL (recoverable): Expedia travel confirmation Mar 28 2018. Missed: Expedia. | Thorough sender+date search found no booking email containing this flight (original 'recoverable' tag was a false match).
2018-03-31,WW126,BOS-KEF,MATCHED,KEEP,,Wow,Economy,scheduled,economy,,,,,,
2018-04-02,WW125,KEF-BOS,CSV_ONLY,KEEP,HAS_EMAIL_PARTIAL,Wow,Economy,,,,,,,,HAS EMAIL: WOW air boarding pass KEF-BOS (Apr 1 2018). Boarding pass only (no fare).
2018-05-26,TP218,BOS-LIS,MATCHED,KEEP,,TAP,Economy,scheduled,economy,1171.43 USD,N3Z9IW,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1636cc3f717d335a"",""Booking - N3Z9IW"")",no-reply@flytap.com,2018-05-17,
2018-05-27,TP1016,LIS-MAD,MATCHED,KEEP,,TAP,Economy,scheduled,economy,1171.43 USD,N3Z9IW,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1636cc3f717d335a"",""Booking - N3Z9IW"")",no-reply@flytap.com,2018-05-17,
2018-05-28,VY1585,VLL-BCN,MATCHED,KEEP,,Vueling,Economy,scheduled,,39.99 EUR,E7WPRV,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1636af1c58adbd49"",""Your booking confirmation - E7WPRV VLL-BCN 28 May"")",no-reply@vueling.com,2018-05-16,
2018-05-30,LH2657,BCN-MUC,MATCHED,KEEP,,Lufthansa,Economy,scheduled,economy,651.48 EUR,K8UXJQ,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16366f1c4174d155"",""Booking Details | Departure: 30 May 2018 | BCN-BJS "")",online@booking-lufthansa.com,2018-05-16,
2018-05-30,LH722,MUC-PEK,MATCHED,KEEP,,Lufthansa,Economy,scheduled,economy,651.48 EUR,K8UXJQ,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16366f1c4174d155"",""Booking Details | Departure: 30 May 2018 | BCN-BJS "")",online@booking-lufthansa.com,2018-05-16,
2018-06-02,MF8150,PEK-HGH,CSV_ONLY,KEEP,NO_EMAIL,Xiamen,Economy,,,,,,,,"NO EMAIL: Xiamen/Hangzhou, none found. CSV sole source."
2018-06-02,HU7178,HGH-PEK,CSV_ONLY,KEEP,NO_EMAIL,Hainan,Economy,,,,,,,,"NO EMAIL: Hainan HGH-PEK, none found. CSV sole source."
2018-06-07,UA808,PEK-IAD,MATCHED,KEEP,,United,Economy,scheduled,economy,458.61 USD,E9EEBS,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16366f34517ac48c"",""Your United reservation for Boston, MA, US (BOS) is processing"")",unitedairlines@united.com,2018-05-15,
2018-06-07,UA352,IAD-BOS,MATCHED,KEEP,,United,Economy,scheduled,economy,458.61 USD,E9EEBS,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16366f34517ac48c"",""Your United reservation for Boston, MA, US (BOS) is processing"")",unitedairlines@united.com,2018-05-15,
2018-10-03,UA1928,BOS-EWR,MATCHED,KEEP,,United,Economy,scheduled,economy,661.01 USD,ISXEZY,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/165537544b00aa7a"",""Your United reservation for Beijing (PEK - Capital) is processing"")",unitedairlines@united.com,2018-08-19,
2018-10-03,UA89,EWR-PEK,MATCHED,KEEP,,United,Economy,scheduled,economy,661.01 USD,ISXEZY,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/165537544b00aa7a"",""Your United reservation for Beijing (PEK - Capital) is processing"")",unitedairlines@united.com,2018-08-19,
2018-10-09,UA88,PEK-EWR,MATCHED,KEEP,,United,Economy,scheduled,economy,661.01 USD,ISXEZY,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/165537544b00aa7a"",""Your United reservation for Beijing (PEK - Capital) is processing"")",unitedairlines@united.com,2018-08-19,
2018-10-09,UA2323,EWR-BOS,MATCHED,KEEP,,United,Economy,scheduled,economy,661.01 USD,ISXEZY,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/165537544b00aa7a"",""Your United reservation for Beijing (PEK - Capital) is processing"")",unitedairlines@united.com,2018-08-19,
2018-11-23,UA449,BOS-ORD,MATCHED,KEEP,,United,Recliner First,scheduled,recliner_first,2509.63 USD,BJ9S4P,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/166d2197e47ee549"",""eTicket Itinerary and Receipt for Confirmation BJ9S4P"")",unitedairlines@united.com,2018-11-01,
2018-11-23,UA5481,ORD-NAS,MATCHED,KEEP,,United,Recliner First,scheduled,recliner_first,2509.63 USD,BJ9S4P,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/166d2197e47ee549"",""eTicket Itinerary and Receipt for Confirmation BJ9S4P"")",unitedairlines@united.com,2018-11-01,
2018-11-26,UA1539,NAS-EWR,MATCHED,KEEP,,United,Recliner First,scheduled,recliner_first,2509.63 USD,BJ9S4P,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/166d2197e47ee549"",""eTicket Itinerary and Receipt for Confirmation BJ9S4P"")",unitedairlines@united.com,2018-11-01,
2018-11-26,UA2323,EWR-BOS,MATCHED,KEEP,,United,Recliner First,scheduled,recliner_first,2509.63 USD,BJ9S4P,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/166d2197e47ee549"",""eTicket Itinerary and Receipt for Confirmation BJ9S4P"")",unitedairlines@united.com,2018-11-01,
2018-12-22,UA79,EWR-NRT,MATCHED,KEEP,,United,Economy,scheduled,economy,1469.2 USD,AE46PW,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/166ce2098d4ba644"",""Your United reservation for Tokyo, JP (NRT - Narita) is processing"")",unitedairlines@united.com,2018-11-01,
2018-12-24,NH963,HND-PEK,MATCHED,KEEP,,ANA,Economy,scheduled,economy,1469.2 USD,AE46PW,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/166ce2098d4ba644"",""Your United reservation for Tokyo, JP (NRT - Narita) is processing"")",unitedairlines@united.com,2018-11-01,
2018-12-30,CA941,PEK-DXB,MATCHED,KEEP,,Air China,Lie-flat Business,cancelled,lie_flat_business,2379.57 USD,MJRWC0,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16758e59f81fea86"",""Orbitz travel confirmation - Dec 30 - (Itinerary # 7394694478060)"")",support@mailer.orbitz.com,2018-11-28,
2019-01-06,UA8073,DXB-YYZ,GMAIL_ONLY,DELETE,DUPLICATE,,,scheduled,,5139.53 USD,JKGZPR,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1675bd1ea44475df"",""Fwd: eTicket Itinerary and Receipt for Confirmation JKGZPR"")",alexanderguo99@gmail.com,2018-11-28,"Duplicate/superseded: you flew AC57 DXB-YYZ on 2019-01-06 (in CSV, 0d away). This booking version not flown — DELETE."
2019-01-06,AC57,DXB-YYZ,MATCHED,KEEP,,Air Canada,Lie-flat Business,scheduled,lie_flat_business,5139.53 USD,JKGZPR,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16758f452de38fac"",""Your United reservation for San Francisco, CA, US (SFO) is processing"")",unitedairlines@united.com,2018-11-28,
2019-01-07,UA8517,YYZ-SFO,GMAIL_ONLY,DELETE,DUPLICATE,,,scheduled,,,,,,,"Duplicate/superseded: you flew AC737 YYZ-SFO on 2019-01-07 (in CSV, 0d away). This booking version not flown — DELETE."
2019-01-07,AC737,YYZ-SFO,MATCHED,KEEP,,Air Canada,Lie-flat Business,scheduled,lie_flat_business,5139.53 USD,JKGZPR,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16758f452de38fac"",""Your United reservation for San Francisco, CA, US (SFO) is processing"")",unitedairlines@united.com,2018-11-28,
2019-02-01,UA2360,SFO-BOS,MATCHED,KEEP,,United,Economy,scheduled,economy,212.3 USD,JK3BEQ,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16840405e9339a01"",""Your United reservation for Boston, MA, US (BOS) is processing"")",unitedairlines@united.com,2019-01-11,
2019-03-22,DY7150,BOS-CDG,CSV_ONLY,KEEP,NO_EMAIL,Norwegian,Economy,,,,,,,,"NO EMAIL: Norwegian BOS-CDG, none found (defunct airline). CSV sole source."
2019-03-28,AF7706,CDG-NCE,MATCHED,KEEP,,Air France,Economy,scheduled,economy,136.71 EUR,M24TEF,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1696d8fa9979fd92"",""Dear Mr Alexander Kenny Guo: Ticket and information for your trip on 03/28/2019"")",admin@ticket-airfrance.com,2019-03-11,
2019-03-31,DY7149,CDG-BOS,CSV_ONLY,KEEP,NO_EMAIL,Norwegian,Economy,,,,,,,,"NO EMAIL: Norwegian CDG-BOS, none found. CSV sole source."
2019-03-31,AF7705,NCE-CDG,MATCHED,KEEP,,Air France,Economy,scheduled,economy,136.71 EUR,M24TEF,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1696d8fa9979fd92"",""Dear Mr Alexander Kenny Guo: Ticket and information for your trip on 03/28/2019"")",admin@ticket-airfrance.com,2019-03-11,
2019-05-24,UA700,BOS-EWR,MATCHED,KEEP,,United,Recliner First,scheduled,economy,1850.93 USD,APS5R0,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16a4b48dffcacd3a"",""Your United reservation for Beijing (PEK - Capital) is processing"")",unitedairlines@united.com,2019-04-23,
2019-05-24,UA89,EWR-PEK,MATCHED,KEEP,,United,Economy,scheduled,economy,1850.93 USD,APS5R0,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16a4b48dffcacd3a"",""Your United reservation for Beijing (PEK - Capital) is processing"")",unitedairlines@united.com,2019-04-23,
2019-05-30,JD5181,PEK-LJG,GMAIL_ONLY,DELETE,CANCELLED,,,cancelled,economy,1245.0 CNY,9330878659,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16a4894bd8db5017"",""机票确认单"")",a_rsv@ctrip.com,2019-04-23,"Already cancelled in DB (cancellation detected) — trip history, never in flown CSV."
2019-05-30,CA1469,PEK-LJG,MATCHED,KEEP,,Air China,Economy,scheduled,economy,1288.0 CNY,9374265144,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16a6582fdd0fcf9c"",""机票确认单"")",a_rsv@ctrip.com,2019-04-29,
2019-06-01,3U8818,LJG-KMG,CSV_ONLY,KEEP,RECOVERED,Sichuan,Economy,,economy,680 CNY,9330804128,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16a4892a8d259875"",""Fwd: 机票确认单"")",alexanderguo99@gmail.com,2019-04-23,"HAS EMAIL (recoverable): 'Fwd: Flight Booking Confirmed' May 25 2019 (Lijiang-Kunming). Missed: forward. | RECOVERED: 680 CNY, economy, PNR 9330804128 (per-person). [owner_is_traveler=FALSE — verify this is yours]"
2019-06-01,MU2570,KMG-PEK,CSV_ONLY,KEEP,RECOVERED,China Eastern,Economy,,economy,730 CNY,9330804189,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16a48929164dc2b1"",""Fwd: 机票确认单"")",alexanderguo99@gmail.com,2019-04-23,"HAS EMAIL (recoverable): 'Fwd: Flight Booking Confirmed' May 25 2019. Missed: forward. | RECOVERED: 730 CNY, economy, PNR 9330804189 (per-person). [owner_is_traveler=FALSE — verify this is yours]"
2019-06-09,UA88,PEK-EWR,MATCHED,KEEP,,United,Economy,scheduled,economy,1850.93 USD,APS5R0,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16a4b48dffcacd3a"",""Your United reservation for Beijing (PEK - Capital) is processing"")",unitedairlines@united.com,2019-04-23,
2019-07-08,UA2165,BOS-EWR,MATCHED,KEEP,,United,Economy,scheduled,,5.6 USD + 10000 united_mileageplus,N12NBR,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16b542124f1a4800"",""MileagePlus eTicket Itinerary and Receipt for Confirmation N12NBR"")",unitedairlines@united.com,2019-06-13,
2019-07-26,AA1416,JFK-BDA,MATCHED,KEEP,,American,Economy,scheduled,economy,315.26 USD,ZBZDUZ,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16b6e6a082d46a7c"",""Your trip confirmation-ZBZDUZ  26JUL"")",no-reply@notify.email.aa.com,2019-06-19,
2019-07-29,AA1443,BDA-JFK,MATCHED,KEEP,,American,Economy,scheduled,economy,315.26 USD,ZBZDUZ,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16b6e6a082d46a7c"",""Your trip confirmation-ZBZDUZ  26JUL"")",no-reply@notify.email.aa.com,2019-06-19,
2019-08-17,UA89,EWR-PEK,MATCHED,KEEP,,United,Lie-flat Business,scheduled,economy,1610.53 USD,PCL0C0,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16a46b441d958485"",""Your United reservation for Beijing (PEK - Capital) is processing"")",unitedairlines@united.com,2019-04-22,
2019-08-25,UA889,PEK-SFO,MATCHED,KEEP,,United,Lie-flat Business,scheduled,economy,1610.53 USD,PCL0C0,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16a46b441d958485"",""Your United reservation for Beijing (PEK - Capital) is processing"")",unitedairlines@united.com,2019-04-22,
2019-08-25,UA235,SFO-BOS,MATCHED,KEEP,,United,Economy,scheduled,economy,1610.53 USD,PCL0C0,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16a46b441d958485"",""Your United reservation for Beijing (PEK - Capital) is processing"")",unitedairlines@united.com,2019-04-22,
2019-09-26,UA2394,BOS-EWR,CSV_ONLY,KEEP,ANCILLARY_ONLY,United,Economy,,,,,,,,ANCILLARY ONLY: only Wi-Fi/trip-survey emails; no booking receipt found. CSV sole source.
2019-09-28,UA421,EWR-BOS,MATCHED,KEEP,,United,Economy,scheduled,economy,,P93Y56,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16d79611bbd1b587"",""Boarding pass for confirmation P93Y56"")",unitedairlines@united.com,2019-09-28,
2019-11-20,UA389,BOS-IAD,GMAIL_ONLY,DELETE,DUPLICATE,,,scheduled,economy,530.03 USD,E343VN,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16cfe48898e837c8"",""eTicket Itinerary and Receipt for Confirmation E343VN"")",Receipts@united.com,2019-09-04,"Duplicate/superseded: you flew UA389 BOS-IAD on 2019-11-28 (in CSV, 8d away). This booking version not flown — DELETE."
2019-11-20,UA122,IAD-LHR,GMAIL_ONLY,DELETE,DUPLICATE,,,scheduled,economy,530.03 USD,E343VN,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16cfe48898e837c8"",""eTicket Itinerary and Receipt for Confirmation E343VN"")",Receipts@united.com,2019-09-04,"Duplicate/superseded: you flew UA122 IAD-LHR on 2019-11-28 (in CSV, 8d away). This booking version not flown — DELETE."
2019-11-21,UA2400,BOS-SFO,CSV_ONLY,KEEP,ANCILLARY_ONLY,United,Economy,,,,,,,,ANCILLARY ONLY: only Wi-Fi/survey emails; no booking receipt. CSV sole source.
2019-11-23,UA768,SFO-BOS,CSV_ONLY,KEEP,ANCILLARY_ONLY,United,Economy,,,,,,,,ANCILLARY ONLY: only Wi-Fi/survey emails; no booking receipt. CSV sole source.
2019-11-24,UA8851,LHR-MUC,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,economy,530.03 USD,E343VN,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16cfe48898e837c8"",""eTicket Itinerary and Receipt for Confirmation E343VN"")",Receipts@united.com,2019-09-04,"E343VN original return LHR-MUC-BOS; flew LHR-FRA-BOS (LH921/LH422 Dec 2) instead. No cancel email (silent). | E343VN: outbound flown Nov 28 (in CSV), but LHR-MUC-BOS return not flown as booked"
2019-11-24,UA8902,MUC-BOS,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,economy,530.03 USD,E343VN,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16cfe48898e837c8"",""eTicket Itinerary and Receipt for Confirmation E343VN"")",Receipts@united.com,2019-09-04,"E343VN original return MUC-BOS; flew LH422 FRA-BOS instead. Silent rebooking. | E343VN: outbound flown Nov 28 (in CSV), but LHR-MUC-BOS return not flown as booked"
2019-11-28,UA389,BOS-IAD,MATCHED,KEEP,,United,Recliner First,scheduled,economy,450.13 USD,CB6QET,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16d2822ff5be55fb"",""eTicket Itinerary and Receipt for Confirmation CB6QET"")",Receipts@united.com,2019-09-12,
2019-11-28,UA122,IAD-LHR,MATCHED,KEEP,,United,Economy,scheduled,economy,450.13 USD,CB6QET,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16d2822ff5be55fb"",""eTicket Itinerary and Receipt for Confirmation CB6QET"")",Receipts@united.com,2019-09-12,
2019-12-02,LH921,LHR-FRA,MATCHED,KEEP,,Lufthansa,Economy,scheduled,economy,450.13 USD,CB6QET,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16d2822ff5be55fb"",""eTicket Itinerary and Receipt for Confirmation CB6QET"")",Receipts@united.com,2019-09-12,
2019-12-02,LH422,FRA-BOS,MATCHED,KEEP,,Lufthansa,Economy,scheduled,economy,450.13 USD,CB6QET,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16d2822ff5be55fb"",""eTicket Itinerary and Receipt for Confirmation CB6QET"")",Receipts@united.com,2019-09-12,
2019-12-18,UA1425,BOS-EWR,MATCHED,KEEP,,United,Economy,scheduled,economy,2712.25 USD,J84GEL,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16e441c85a5462a7"",""Fw: eTicket Itinerary and Receipt for Confirmation J84GEL"")",pguo8888@yahoo.com,2019-11-07,
2019-12-18,UA1122,EWR-CPT,MATCHED,KEEP,,United,Lie-flat Business,scheduled,economy,2712.25 USD,J84GEL,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16e441c85a5462a7"",""Fw: eTicket Itinerary and Receipt for Confirmation J84GEL"")",pguo8888@yahoo.com,2019-11-07,
2019-12-20,SA8671,CPT-PLZ,MATCHED,KEEP,,Airlink/SAA,Economy,scheduled,economy,1936.11 ZAR,MWTJRK,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16ed32086854f0d2"",""Confirmation of Online booking at flysaa.com Ref  MWTJRK"")",webhelp@flysaa.com,2019-12-05,
2019-12-21,UA1122,EWR-CPT,GMAIL_ONLY,DELETE,DUPLICATE,,,scheduled,economy,2712.25 USD,J84GEL,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16e441c85a5462a7"",""Fw: eTicket Itinerary and Receipt for Confirmation J84GEL"")",pguo8888@yahoo.com,2019-11-07,"Duplicate/superseded: you flew UA1122 EWR-CPT on 2019-12-18 (in CSV, 3d away). This booking version not flown — DELETE."
2019-12-28,UA1123,CPT-EWR,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,economy,2712.25 USD,J84GEL,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16e441c85a5462a7"",""Fw: eTicket Itinerary and Receipt for Confirmation J84GEL"")",pguo8888@yahoo.com,2019-11-07,J84GEL original Cape Town return; flew CPT-DXB-PEK (Emirates EK771/EK308) to Beijing instead. No cancel email. | J84GEL Cape Town: return CPT-EWR-BOS not in CSV (rebooked/changed)
2019-12-28,EK771,CPT-DXB,MATCHED,KEEP,,Emirates,Lie-flat Business,scheduled,lie_flat_business,35012.93 ZAR,MKPSDW,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16e45353b22788b4"",""Your booking is confirmed - MKPSDW"")",do-not-reply@emirates.email,2019-11-07,
2019-12-29,UA2310,EWR-BOS,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,economy,2712.25 USD,J84GEL,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16e441c85a5462a7"",""Fw: eTicket Itinerary and Receipt for Confirmation J84GEL"")",pguo8888@yahoo.com,2019-11-07,J84GEL original return EWR-BOS; not flown (went to PEK via Emirates). Silent. | J84GEL Cape Town: return CPT-EWR-BOS not in CSV (rebooked/changed)
2019-12-29,EK308,DXB-PEK,MATCHED,KEEP,,Emirates,Lie-flat Business,scheduled,lie_flat_business,35012.93 ZAR,MKPSDW,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16e45353b22788b4"",""Your booking is confirmed - MKPSDW"")",do-not-reply@emirates.email,2019-11-07,
2020-01-08,ZH9003,SZX-BKK,MATCHED,KEEP,,Shenzhen,Economy,scheduled,economy,137.12 USD,MFG82F,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16e1ac6ec05de98c"",""Flight Booking Confirmed"")",EN_FLIGHT@trip.com,2019-10-30,
2020-01-11,XW112,DMK-KIX,MATCHED,KEEP,,NokScoot,Economy,scheduled,,3990.0 THB,B2FLQL,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16e00d4100ebfe29"",""Your NokScoot Booking - B2FLQL"")",your-itinerary@nokscoot.com,2019-10-25,
2020-01-17,7C1301,KIX-ICN,MATCHED,KEEP,,Jeju Air,Economy,scheduled,economy,8670.0 JPY,HJETH,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16fa168372bd99dd"",""GUO/ALEXANDERKENNY RESERVATION/ISSUE & RECEIPT"")",reservation@jejuair.net,2020-01-14,
2020-01-19,CA124,ICN-PEK,MATCHED,KEEP,,Air China,Economy,scheduled,economy,2350.0 CNY,NDYG1G,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16f6b965b4e9f6cc"",""机票行程确认单"")",ia_rsv@ctrip.com,2020-01-03,
2020-01-19,CA1611,PEK-HRB,MATCHED,KEEP,,Air China,Economy,scheduled,economy,2350.0 CNY,NDYG1G,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16f6b965b4e9f6cc"",""机票行程确认单"")",ia_rsv@ctrip.com,2020-01-03,
2020-01-22,CA1644,HRB-PEK,CSV_ONLY,KEEP,HAS_EMAIL_PARTIAL,Air China,Economy,,,,,,,,HAS EMAIL: Air China online check-in boarding card Jan 18 2020. Boarding pass only.
2020-01-26,UA889,PEK-SFO,MATCHED,KEEP,,United,Lie-flat Business,scheduled,lie_flat_business,3446.0 USD + 30 united_mileageplus,AM7K95,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16fd327b21ccd565"",""Your United reservation for Boston, MA, US (BOS) is processing"")",unitedairlines@united.com,2020-01-23,
2020-01-26,UA1213,SFO-BOS,MATCHED,KEEP,,United,Lie-flat Business,scheduled,recliner_first,3446.0 USD + 30 united_mileageplus,AM7K95,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16fd327b21ccd565"",""Your United reservation for Boston, MA, US (BOS) is processing"")",unitedairlines@united.com,2020-01-23,
2020-01-27,UA890,PVG-SFO,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,economy,1090.05 USD,AJR5EK,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16fa418f3b83b75a"",""Your United reservation for Boston, MA, US (BOS) is processing"")",unitedairlines@united.com,2020-01-14,AJR5EK CANCELLED (Jan 14 'cancellation complete'). COVID; flew PEK-SFO-BOS (UA889/UA1213) Jan 26. | AJR5EK PVG-BOS Jan 2020 (COVID) — superseded; you flew a different routing
2020-01-28,UA1796,SFO-EWR,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,economy,1090.05 USD,AJR5EK,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16fa418f3b83b75a"",""Your United reservation for Boston, MA, US (BOS) is processing"")",unitedairlines@united.com,2020-01-14,AJR5EK CANCELLED Jan 14. Flew UA889/UA1213 Jan 26 instead. | AJR5EK PVG-BOS Jan 2020 (COVID) — superseded; you flew a different routing
2020-01-28,UA890,PVG-SFO,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,premium_economy,1133.45 USD,AM7K95,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16fa47d3caab1078"",""Your United reservation for Boston, MA, US (BOS) is processing"")",unitedairlines@united.com,2020-01-14,AM7K95 superseded COVID rebooking of AJR5EK; re-ticketed Jan 23. Flew UA889/UA1213 Jan 26. | COVID rebooking of the PVG-BOS trip (dup of AJR5EK)
2020-01-28,UA1990,EWR-BOS,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,economy,1090.05 USD,AJR5EK,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16fa418f3b83b75a"",""Your United reservation for Boston, MA, US (BOS) is processing"")",unitedairlines@united.com,2020-01-14,AJR5EK CANCELLED Jan 14. Flew UA889/UA1213 Jan 26 instead. | AJR5EK PVG-BOS Jan 2020 (COVID) — superseded; you flew a different routing
2020-01-29,UA1912,SFO-IAD,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,economy,1133.45 USD,AM7K95,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16fa47d3caab1078"",""Your United reservation for Boston, MA, US (BOS) is processing"")",unitedairlines@united.com,2020-01-14,AM7K95 superseded rebooking; not flown. Silent (re-ticketed). | COVID rebooking of the PVG-BOS trip (dup of AJR5EK)
2020-01-29,UA641,IAD-BOS,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,economy,1133.45 USD,AM7K95,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/16fa47d3caab1078"",""Your United reservation for Boston, MA, US (BOS) is processing"")",unitedairlines@united.com,2020-01-14,AM7K95 superseded rebooking; not flown. Silent. | COVID rebooking of the PVG-BOS trip (dup of AJR5EK)
2020-02-19,B6159,BOS-PHL,MATCHED,KEEP,,JetBlue,Economy,scheduled,economy,33.2 USD,LJFEBC,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1703705d93a0c9ff"",""JetBlue booking confirmation for ALEXANDER KENNY GUO - LJFEBC"")",jetblueairways@email.jetblue.com,2020-02-11,
2020-02-19,B6660,PHL-BOS,MATCHED,KEEP,,JetBlue,Economy,scheduled,economy,33.2 USD,LJFEBC,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1703705d93a0c9ff"",""JetBlue booking confirmation for ALEXANDER KENNY GUO - LJFEBC"")",jetblueairways@email.jetblue.com,2020-02-11,
2020-03-10,UA1078,BOS-EWR,GMAIL_ONLY,DELETE,REBOOKED_OR_CANCELLED,,,scheduled,economy,220.09 USD,M0DKXM,"=HYPERLINK(""https://mail.google.com/mail/u/0/#all/1703cbd277ed7cfc"",""eTicket Itinerary and Receipt for Confirmation M0DKXM"")",Receipts@united.com,2020-02-12,M0DKXM CANCELLED next day (Feb 13). Tampa day-trip scrapped. | M0DKXM BOS-EWR-TPA-BOS Mar 2020 (COVID) — not flown as booked
